name,website,description,phone,address,average rating,store shopping,in store pickup,delivery,type,opens at,reviews,category,latitude,longitude
Centro Comercial Premium Plaza,ccpremiumplaza.com,"Contemporary shopping hub with clothing stores, a cinema  gyms, plus a casino  eateries.",+57 604 4487071,"Calle 30, Cra. 43A, Medellín, Antioquia, Colombia",4.5,No,No,No,Shopping mall,,No reviews available,plazas,,
Plazuela Nutibara,,Dogs allowed,,"Cra. 51 #5439, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.3,No,No,No,City park,,No reviews available,plazas,6.2383244,-75.5731141
Plaza Cisneros,,"Built in 1924  named after Francisco Javier Cisneros, this plaza features 300 dramatic light poles.   Dogs allowed",,"Cl 44, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.3,No,No,No,Park,,No reviews available,plazas,6.2477328,-75.5787519
Unión Plaza Centro Comercial,unionplaza.com.co,"Tree-studded indoor-outdoor retail plaza with a charming, old-fashioned feel  many shops  cafes.",+57 604 4082649,"Cra. 50 #52-50, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.4,No,No,No,Shopping mall,,No reviews available,plazas,6.2412528,-75.5711443
Centro Comercial Bosque Plaza,bosqueplaza.com,Compact shopping center offering stores  services as well as a food court  movie theater.,+57 604 2638895,"Cl. 73 #51D- 71, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia, Colombia",4.2,No,No,No,Shopping mall,,No reviews available,plazas,,
San Antonio Park,,"Leafy park with several sculptures by Fernando Botero, plus food vendors  an amphitheater.",,"Cl 44 #50, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.0,No,No,No,Plaza,,No reviews available,plazas,6.2477328,-75.5787519
"Plaza Mayor, Medellín",plazamayor.com.co,,+57 42617200,"Cra. 57 # 41-81, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.7,No,No,No,Event venue,,No reviews available,plazas,6.2536575,-75.5750147
Centro Comercial Gran Plaza,granplaza.co,Many familiar retailers  a food court are offered at this standard mall with a bustling vibe.,+57 304 5857396,"Cl. 45 #53 50, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.5,No,No,No,Shopping mall,,No reviews available,plazas,6.2455891,-75.5695653
Plaza de La Libertad,,Dogs allowed,,"Cra. 54 #42188, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.6,No,No,No,Park,,No reviews available,plazas,6.2367797,-75.5757734
Sao Paulo Plaza,,"Venue for retail, offices  lodging, featuring a mall with a supermarket  an airy food court.",+57 43135250,"18 C Sur #43a 200 Sao Pablo Medellin, Antiouqia, Medellín, Antioquia, Colombia",4.5,No,No,No,Shopping mall,,No reviews available,plazas,,
Plaza de las Luces Medellin.,,,,"Cl. 45, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.5,No,No,No,Shopping mall,,No reviews available,plazas,6.2455891,-75.5695653
Plaza Carlos E,,Dogs allowed,,"a 64b-56, Cl. 52 #64b-2, Medellín, Antioquia, Colombia",4.7,No,No,No,Park,,No reviews available,plazas,,
Centro Comercial Plaza del Poblado,,,,"Cl 10 #4249, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.3,No,No,No,Shopping mall,,No reviews available,plazas,,
Atanasio Girardot Stadium,comunasdemedellin.com,,,"Cra. 74 #48010, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.7,No,No,No,Stadium,,No reviews available,sports_complexes,6.2483014,-75.5936548
Sports Complex Miraflores,inder.gov.co,,,"Cl. 52 #24-86, Alejandro Echavarría, Medellín, Buenos Aires, Medellín, Antioquia, Colombia",4.5,No,No,No,Sports complex,,No reviews available,sports_complexes,,
Placa Polideportiva Manila,,,,"Cra 43D #1193 11- a, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.4,No,No,No,Sports complex,,No reviews available,sports_complexes,,
Medellin Aquatic Complex,,,+57 44301330,"Carrera 72 # 48-100, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.7,No,No,No,Sports complex,,No reviews available,sports_complexes,6.2480611,-75.5914121
Sports Unit Belén Rincón,,,,"Cra. 76A #1C-5, Medellín, Belén, Medellín, Antioquia, Colombia",4.5,No,No,No,Sports complex,,No reviews available,sports_complexes,6.2252142,-75.5975743
Sport 360º,sport360oficial.com,,+57 314 8103531,"Calle 73 # 51D - 71, Piso 9, Medellín, Antioquia, Colombia",4.4,No,No,No,Sports complex,,No reviews available,sports_complexes,,
Coliseum,,,,"Cra. 65, Medellín, Robledo, Medellín, Antioquia, Colombia",4.8,No,No,No,Sports complex,,No reviews available,sports_complexes,6.2664893,-75.5770838
Medellín Sports Coliseum,,,,"Laureles - Estadio, Medellin, Medellín, Laureles - Estadio, Medellin, Antioquia, Colombia",4.8,No,No,No,Soccer field,,No reviews available,sports_complexes,6.2569524,-75.5826835
Aquatic Complex Atanasio Girardot,,,+57 43699000 ext. 518,"Cl. 48 #7350, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.8,No,No,No,Sports complex,,No reviews available,sports_complexes,6.2535532,-75.5856961
Coliseo Universidad Pontificia Boliviariana,upb.edu.co,,,"Cq. 1 #701, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.6,No,No,No,Sports complex,,No reviews available,sports_complexes,,
COLISEUM TABLE TENNIS,,,+57 304 2075137,"CARRERA 48 #70-10, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.7,No,No,No,Sports complex,,No reviews available,sports_complexes,,
Nómadas Outdoor,nomadasoutdoor.com.co,In-store pickup   Delivery,+57 319 5018092,"Cl. 37 Sur # 37 30, Zona 9, Envigado, Antioquia, Colombia",4.9,No,Yes,Yes,Sporting goods store,,No reviews available,sports_complexes,,
Outdoor Adventure CC. El Tesoro,tiendasoa.com,In-store shopping   In-store pickup   Delivery,+57 322 4514254,"Kra. 25A, Centro Comercial El Tesoro #1A SUR - 45 Local 1255, Medellín, Antioquia, Colombia",4.3,Yes,Yes,Yes,Outdoor clothing and equipment shop,Open ⋅ Closes 9 PM,No reviews available,sports_complexes,,
Almacen de Camping,almacendecamping.com,In-store shopping   Curbside pickup   Delivery,+57 604 4114759,"Cra. 78 #45e-75, Los Pinos, Medellín, La América, Medellín, Antioquia, Colombia",4.7,Yes,No,Yes,Outdoor sports store,,No reviews available,sports_complexes,,
JLB Sports,jlbsports.com,In-store shopping   Curbside pickup   Delivery,+57 310 4624859,"Cl 45B #75-20, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.8,Yes,No,Yes,Outdoor sports store,,No reviews available,sports_complexes,6.2508731,-75.5949085
El Norteño,,In-store pickup   Delivery,+57 45806660,"Cra. 43 #31-183 Galerias de, Local 102, Medellín, Antioquia, Colombia",4.4,No,Yes,Yes,Sporting goods store,,No reviews available,sports_complexes,,
REBAJAS MEDELLIN,,,+57 313 6789448,"Cl. 41 #88-28, Santa Monica, Medellín, La América, Medellín, Antioquia, Colombia",4.0,No,No,Yes,Outdoor sports store,,No reviews available,sports_complexes,6.2503006,-75.6085293
Zaffari Sport,zaffarisport.com,,,"Cl. 30A #26, Medellín, Belén, Medellín, Antioquia, Colombia",4.1,No,No,Yes,Outdoor sports store,,No reviews available,sports_complexes,6.2325235,-75.6036326
Patines Cityrun,cityrun.com.co,In-store pickup   Delivery,+57 316 5694963,"050024, Medellín, Antioquia, Colombia",4.9,No,Yes,Yes,Outdoor sports store,,No reviews available,sports_complexes,6.214512166666666,-75.58747378333334
Vida Simple granel ecológico Mercado Saludable,vidasimplegranel.com,In-store shopping   In-store pickup   Delivery,+57 305 3221745,"Carrera 76, Cq 74 #26, Medellín, Antioquia, Colombia",4.8,Yes,Yes,Yes,Natural goods store,,No reviews available,zero_waste_stores,,
Éxito,exito.com,In-store shopping   Curbside pickup   Delivery,+57 1 800 0428800,"Cl 10 #43E-135, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.4,Yes,No,Yes,Supermarket,,No reviews available,zero_waste_stores,6.2119995,-75.5747158
Zonazul Mercado Saludable,zonazul.co,,,"El Poblado, Medellín, El Poblado, Medellin, Antioquia, Colombia",3.5,No,No,Yes,Health and beauty shop,,No reviews available,zero_waste_stores,6.227259,-75.5719699
Cero Waste - Mercado Ecológico,cerowasteshop.com,In-store shopping   Curbside pickup   Delivery,+57 317 6354622,"Cra. 36 #54-96, Cabecera del llano, Bucaramanga, Santander, Colombia",5.0,Yes,No,Yes,Organic food store,,No reviews available,zero_waste_stores,7.1149053,-73.108393
Carulla - Laureles,carulla.com,In-store shopping   Curbside pickup   Delivery,+57 1 800 0428800,"Tv. 39B #73B-22, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.4,Yes,No,Yes,Supermarket,,No reviews available,zero_waste_stores,,
PriceSmart,shop.pricesmart.com,In-store shopping   Curbside pickup   Delivery,,"Cra. 70 #1-120, Guayabal, Medellín, Guayabal, Medellín, Antioquia, Colombia",4.5,Yes,No,Yes,Warehouse store,,No reviews available,zero_waste_stores,6.2290448,-75.5913486
Homecenter,homecenter.com.co,In-store shopping   Curbside pickup   Delivery,+57 320 8899933,"Cra. 49, Av. Las Vegas #14-135, Medellín, El Poblado, Colombia",4.4,Yes,No,Yes,Building materials store,,No reviews available,zero_waste_stores,,
Raíz Cuidado a Granel,,In-store pickup   Delivery,+57 305 4229831,"Raiz Cuidado a Granel, Cra 43D #10-77, El Poblado, Envigado, Medellín, El Poblado, Medellín, Antioquia, Colombia",,No,Yes,Yes,Cosmetics store,,No reviews available,zero_waste_stores,,
EcoShopping,ecoshopping.com.co,In-store shopping   Curbside pickup   Delivery,+57 318 3807099,"Cra. 48a #118-22, Medellín, Santa Cruz, Medellín, Antioquia, Colombia",4.0,Yes,No,Yes,Formal wear store,,No reviews available,zero_waste_stores,6.3058397,-75.5497015
Éxito,exito.com,Dine-in   Curbside pickup   No-contact delivery,+57 1 800 0428800,"Cra 66B #34A-25, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.5,No,No,No,Supermarket,,No reviews available,zero_waste_stores,6.2398475,-75.5893775
Jumbo,tiendasjumbo.co,In-store shopping   In-store pickup   Delivery,+57 604 7240401,"Cra. 44 #29-80, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.5,Yes,Yes,Yes,Supermarket,,No reviews available,zero_waste_stores,6.2394563,-75.5680822
Éxito La 33,exito.com,In-store shopping   Curbside pickup   Delivery,+57 1 800 0428800,"Cra 66B #32D - 35, Medellín, Belén, Medellín, Antioquia, Colombia",4.3,Yes,No,Yes,Supermarket,,No reviews available,zero_waste_stores,6.238312,-75.5867056
Jumbo,tiendasjumbo.co,In-store shopping   In-store pickup   Delivery,+57 604 5013020,"Cra. 65 #45-85, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.3,Yes,Yes,Yes,Supermarket,,No reviews available,zero_waste_stores,6.2579258,-75.5803428
éxito Vecino Aventura,exito.com,Dine-in   Curbside pickup   No-contact delivery,+57 1 800 0428800,"Cl. 67 #53 - 28, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.2,No,No,No,Supermarket,,No reviews available,zero_waste_stores,6.2643966,-75.5674954
Éxito La 70,exito.com,Dine-in   Curbside pickup   No-contact delivery,+57 1 800 0428800,"Cra. 70 #43 - 31, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.2,No,No,No,Supermarket,,No reviews available,zero_waste_stores,6.258591,-75.5860942
Organic Nails Medellin Floresta,,In-store shopping   In-store pickup   Delivery,+57 324 2712264,"Av. 80 #46 -70 int 201, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.9,Yes,Yes,Yes,Cosmetics store,,No reviews available,organic_beauty_stores,,
Productos de belleza ecológicos - Maquilla sin químicos - Ocre Cosmética Natural,ocrecosmetica.com,,+57 301 6513933,"Cra. 67 #43-11 segundo piso, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",5.0,No,No,No,Cosmetic products manufacturer,Open ⋅ Closes 3 PM,No reviews available,organic_beauty_stores,,
Orgánika Healthy Store,,In-store pickup   Delivery,+57 300 6426740,"Cl 10A #37-23, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.6,No,Yes,Yes,Health and beauty shop,,No reviews available,organic_beauty_stores,6.2111042,-75.5696074
Organic Nails Medellin Megacentro,api.whatsapp.com,In-store shopping   Curbside pickup   Delivery,+57 312 4966268,"Cra. 53 #47-22, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",5.0,Yes,No,Yes,Beauty supply store,,No reviews available,organic_beauty_stores,6.2605638,-75.5681167
SÁBILA Y BIENESTAR | Sábila | Productos Naturales | Salud y Belleza,,In-store shopping   Curbside pickup   Delivery,+57 604 5915550,"Cra. 75 #28-13 Primer piso, Medellín, Belén, Medellín, Antioquia, Colombia",5.0,Yes,No,Yes,Health and beauty shop,Open ⋅ Closes 9 PM,No reviews available,organic_beauty_stores,,
Professional Beauty Shop,facebook.com,,+57 318 5712308,"Cra. 53 #46-49, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",5.0,No,No,Yes,Beauty supply store,,No reviews available,organic_beauty_stores,6.2605638,-75.5681167
GOVE NAILS BELÉN,bit.ly,In-store pickup   Delivery,+57 321 8745683,"Cl. 30 # 76a - 15, Medellín, Belén, Medellín, Antioquia, Colombia",5.0,No,Yes,Yes,Beauty supply store,,No reviews available,organic_beauty_stores,6.2311634,-75.6040513
Tienda Naturista Annie Naturals,annienaturals.com,In-store shopping   Curbside pickup   Delivery,+57 300 3458131,"Cra. 53 # 49-82, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.9,Yes,No,Yes,Natural goods store,Open ⋅ Closes 7 PM,No reviews available,organic_beauty_stores,6.2605638,-75.5681167
Naturalis Keratina by Natural Cosmetics,,,+57 300 8353424,,5.0,No,No,Yes,Beauty supply store,,No reviews available,organic_beauty_stores,,
PR Natural Cosmetics,,,+57 301 4271503,"Cl. 47DD #82 A 84, La Floresta, Medellín, La América, Medellín, Antioquia, Colombia",,No,No,No,Health and beauty shop,,No reviews available,organic_beauty_stores,6.2596502,-75.6018122
Natural lashes,,,+57 43532994,"Cl. 30A #87-217, Medellín, Belén, Medellín, Antioquia, Colombia",5.0,No,No,Yes,Cosmetics store,,No reviews available,organic_beauty_stores,6.2333171,-75.5839284
Natural sant,naturalsant.com.co,,+57 311 7399332,"Cra. 54 #46-71 Local 9971, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.2,No,No,No,Cosmetic products manufacturer,,No reviews available,organic_beauty_stores,,
Witchy natural cosmetics,,,+57 310 5196979,"050035, Calasanz, Medellín, Antioquia, Colombia",5.0,No,No,No,Beauty product supplier,,No reviews available,organic_beauty_stores,6.2639372,-75.5986367
Natural Look La 80,facebook.com,In-store pickup   Delivery,+57 42111133,"Cl. 80B #80B-2, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia, Colombia",4.8,No,Yes,Yes,Beauty supply store,,No reviews available,organic_beauty_stores,,
fuente de vida cosmetica natural,,In-store shopping   Delivery,+57 317 2756895,"Cra. 95b #49ac01, Belencito, Medellín, San Javier, Medellín, Antioquia, Colombia",5.0,Yes,No,Yes,Cosmetics store,,No reviews available,organic_beauty_stores,,
Colombian Happy Grow Shop,colombianhappy.com,Dine-in   No-contact delivery   Takeout,+57 305 3233087,"Casa jardinera 👩🏽‍🌾 Belén Fátima, Cra 66A #32b 36, Medellín, Belén, Medellín, Antioquia, Colombia",4.5,No,No,No,Farm shop,,No reviews available,recycled_products_shops,,
Fuxion Medellin,ifuxion.com,In-store shopping   Delivery,+57 315 5335695,"Cra. 76 #49-74, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",5.0,Yes,No,Yes,Organic shop,,No reviews available,recycled_products_shops,6.2424685,-75.5969108
Makro,tienda.makro.com.co,In-store shopping   In-store pickup   Delivery,+57 604 4305708,"Cl 10 #50-171, Guayabal, Medellín, Guayabal, Medellín, Antioquia, Colombia",4.4,Yes,Yes,Yes,Department store,,No reviews available,recycled_products_shops,,
COMPRA DE RECICLAJE,,,+57 43439711,"Cra. 76 #26A-36, Medellín, Belén, Medellín, Antioquia, Colombia",4.5,No,No,No,Recycling center,,No reviews available,recycled_products_shops,6.2312782,-75.5961934
Reevapers Laureles,reevapers.com,In-store shopping   In-store pickup   Delivery,+57 314 5529660,"Cra 66B #1-53, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.8,Yes,Yes,Yes,Vaporizer store,,No reviews available,recycled_products_shops,6.2398475,-75.5893775
MAKENO,makeno.co,In-store shopping   In-store pickup   Delivery,+57 305 2232590,"Cra. 37 #10-35, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.7,Yes,Yes,Yes,Clothing store,,No reviews available,recycled_products_shops,6.2098106,-75.566372
El Hueco (centro comercial),elhueco.com.co,,+57 45122473,"Cl. 46 #54114 54- a, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.4,No,No,No,Shopping mall,,No reviews available,recycled_products_shops,,
Oviedo,oviedo.com.co,"Large, contemporary center providing a wide range of retail shops, restaurants  fast-food outlets.",+57 604 3216116,"Cra. 43A #6s-15, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.6,No,No,No,Shopping mall,,No reviews available,recycled_products_shops,6.2227272,-75.5693286
Alih Jewelry,instagram.com,In-store pickup   Delivery,+57 324 3824675,"Cl 38 #65 D - 59, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",,No,Yes,Yes,Jewelry store,,No reviews available,recycled_products_shops,,
VIDA AUGUSTA,,,+57 43128033,"Cra. 35 #8A-81, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.5,No,No,No,,,No reviews available,recycled_products_shops,6.1855621,-75.5715555
Coraje Vegan,instagram.com,Dine-in   Takeout   No-contact delivery,+57 304 4389913,"Pasaje Peatonal, Cl. 13 #43D- 70 Local 103, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.9,No,No,No,Vegan restaurant,,No reviews available,vegan_restaurants,,
Restaurante Kaime - Comida Vegana,kaimefoods.co,Dine-in   Takeout   Delivery,+57 44797029,"Cra. 40 #10 a 21, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.7,No,No,Yes,Vegan restaurant,,No reviews available,vegan_restaurants,,
Alma Natura,,Dine-in   Takeout,+57 300 4658119,"Cl. 32F #65f-15, Medellín, Belén, Medellín, Antioquia, Colombia",4.8,No,No,No,Vegan restaurant,,No reviews available,vegan_restaurants,6.2387017,-75.5863478
Real Vegetal,instagram.com,Dine-in   Takeout,,"Cra. 42 #08 43, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.9,No,No,No,Vegan restaurant,,No reviews available,vegan_restaurants,6.2204231,-75.5682012
Shottas Medellín Vegan Food,instagram.com,Dine-in   Curbside pickup   Delivery,+57 301 2643183,"Cl. 34 #66b-81, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.8,No,No,Yes,Restaurant,Closed ⋅ Opens 1:30 PM,No reviews available,vegan_restaurants,6.2406471,-75.5968569
Las Veganas Restaurant,instagram.com,Dine-in   Curbside pickup   No-contact delivery,+57 312 8576837,"Tv. 35A #66a-73, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.7,No,No,No,Vegan restaurant,,No reviews available,vegan_restaurants,,
Vegan & Veggie,instagram.com,Dine-in   Takeout   No-contact delivery,+57 304 4315616,"Cl. 12 #43D 109, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.7,No,No,No,Vegan restaurant,,No reviews available,vegan_restaurants,,
Helecho Vegan Sushi,instagram.com,Dine-in   Takeout   No-contact delivery,+57 312 5855281,"Cra 43C #10-16, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.8,No,No,No,Vegetarian restaurant,,No reviews available,vegan_restaurants,6.2113407,-75.5718493
Vegarden El Jardín de las Delicias,instagram.com,Dine-in   Takeout   No-contact delivery,+57 604 3662289,"Cl. 32B #81-41, Medellín, Belén, Medellín, Antioquia, Colombia",4.6,No,No,No,Vegetarian restaurant,,No reviews available,vegan_restaurants,6.2360536,-75.5913106
health food store panorama,elpanoramadelasalud.com,In-store shopping   In-store pickup   Delivery,+57 300 7750952,"edificio Vicente villa, Cra. 47 #53- 45 local 116, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",5.0,Yes,Yes,Yes,Vitamin & supplements store,,No reviews available,health_food_stores,,
Tienda Naturista natural store's,,,+57 43174539,"L-102 El Poblado #18s-135, Medellín, Antioquia, Colombia",5.0,No,No,Yes,Health food store,,No reviews available,health_food_stores,,
Vita Integral Poblado,vitaintegral.co,In-store shopping   Curbside pickup   Delivery,+57 300 2004516,"Cra. 42 #5, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.9,Yes,No,Yes,Supermarket,,No reviews available,health_food_stores,,
Nuts Distribuidora Almacentro,,In-store shopping   In-store pickup   Delivery,+57 310 8153548,"Cra. 43A #34-95 Local 299A, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.5,Yes,Yes,Yes,Health food store,,No reviews available,health_food_stores,,
Vitantegral Mercado Saludable,,In-store pickup   Delivery,+57 302 2798531,"Cra. 42 #43 #5 Sur, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.7,No,Yes,Yes,Grocery store,,No reviews available,health_food_stores,,
Almendra Alimentación Integral,m.facebook.com,In-store pickup   Delivery,,"Cl. 30 #7569, Medellín, Belén, Medellín, Antioquia, Colombia",5.0,No,Yes,Yes,Organic food store,,No reviews available,health_food_stores,6.2311634,-75.6040513
FUXION MEDELLIN,ifuxion.com,In-store shopping   In-store pickup   Delivery,+57 313 3806470,"Cl. 43 #70 a 39, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",5.0,Yes,Yes,Yes,Organic shop,Open ⋅ Closes 11 PM,No reviews available,health_food_stores,,
Batido. Smoothies & Paninis,instagram.com,Dine-in   Curbside pickup   No-contact delivery,,"Cra. 34 #8a-53, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.9,No,No,No,Restaurant,,No reviews available,juice_bars,6.2077605,-75.5652178
Finas Frutas N°1,,Dine-in   Takeout,+57 321 7399032,"Cra. 36 #7, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",5.0,No,No,No,Juice shop,,No reviews available,juice_bars,,
Juguería Del Hijo El Dios Simeon,,Dine-in   Takeout,,"Cra 66B #31 A 10, Medellín, Belén, Medellín, Antioquia, Colombia",5.0,No,No,No,Juice shop,,No reviews available,juice_bars,6.238711,-75.5874724
The Juice Bar,,Dine-in   Curbside pickup,+57 324 6249064,"Cra. 43E #11-37, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",5.0,No,No,No,Gastropub,,No reviews available,juice_bars,6.2128759,-75.5731082
Arami Jugo De Naranja 100% Natural,,Dine-in   Takeout,,"34b #66a- a 66a-, Cra. 54 #42188, Medellín, Antioquia, Colombia",,No,No,No,Juice shop,,No reviews available,juice_bars,,
Disfruta 100% fruta,,Dine-in   Takeout,,"Cl. 43 #70-33 a 70-1, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",5.0,No,No,No,Juice shop,,No reviews available,juice_bars,6.24389,-75.5943766
Betty's Bowls,bettysbowls.com,Dine-in   Drive-through   No-contact delivery,+57 321 6969520,"Cra. 32d #7a # 7a-77 Local 01, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.7,No,No,No,Health food restaurant,,No reviews available,juice_bars,,
Berry Healthy,,In-store pickup   Delivery,+57 315 8967211,"Cra. 25 #3-45, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.1,No,Yes,Yes,Organic food store,,No reviews available,juice_bars,6.1955227,-75.5585233
Vibras Café,,Dine-in   Curbside pickup   Delivery,+57 350 8868647,"Cl. 32B #81 - 19, Medellín, Belén, Medellín, Antioquia, Colombia",4.8,No,No,Yes,Espresso bar,,No reviews available,juice_bars,6.2360536,-75.5913106
Carulla 24/7 Oviedo,carulla.com,In-store shopping   Curbside pickup   Delivery,+57 1 800 0428800,"Cra. 43A #6 Sur 145, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.6,Yes,No,Yes,Supermarket,,No reviews available,juice_bars,,
Carulla Poblado,carulla.com,Dine-in   No-contact delivery,+57 1 800 0428800,"Cl 11A #42-49, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.4,No,No,No,Supermarket,,No reviews available,juice_bars,6.2117251,-75.5642072
Santa Leña,santaleña.com,Dine-in   Takeout   No-contact delivery,+57 604 4087560,"Laureles, Transversal 39#74a-04, Laureles - Estadio, Medellín, Antioquia, Colombia",4.5,No,No,No,Espresso bar,,No reviews available,juice_bars,,
MAHAI.WELLNESS Massage Spa,mahaiwellness-spa.com,,+57 300 5939800,"Cra. 36 #8a 46 Floor 2, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.9,No,No,No,Massage spa,,No reviews available,wellness_centers,,
Jazzy Maids Empreza De Aseo - Servicio de limpieza,jazzymaidservices.com,,+57 305 4604668,"Cl 11A #31a44, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.9,No,No,No,House cleaning service,,No reviews available,wellness_centers,6.2117251,-75.5642072
IVY Wellness Center & Spa - Masajes Massages Laureles Medellin,ivywellnesscenter.co,,,"Cq. 4 #73-64, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.9,No,No,No,Massage spa,,No reviews available,wellness_centers,,
Akzara Spa - WELLNESS CENTER,akzaraspa.com,,+57 300 3208295,"Carrera 36 # 1 sur - 75 sector Milla de Oro Frente al edificio Bliss a dos cuadras del hotel Poblado, Medellín, Antioquia, Colombia",4.7,No,No,No,Spa and health club,,No reviews available,wellness_centers,,
"5 Elementos SPA, IPS & Wellness Center Medellin",spa5elementos.com.co,,+57 604 2040308,"Cra 48A #10sur-191, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.4,No,No,No,Spa,,No reviews available,wellness_centers,,
Terapias de Relajación Medellín / Masajes en Medellín,terapiasderelajacionmedellin.com,,+57 333 2489720,"Cra. 84 #37-35, Santa Monica, Medellín, La América, Medellín, Antioquia, Colombia",4.9,No,No,No,Massage spa,,No reviews available,wellness_centers,6.2449304,-75.6063411
Etérea wellness Center,site.agendapro.com,,+57 322 5733013,"Cra. 37 #8 - 41, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.9,No,No,No,Wellness center,,No reviews available,wellness_centers,,
HEAL Medicina Integrativa / Integrative Medicine,,,+57 316 1334318,"Cra. 47B #17bsur25, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",5.0,No,No,No,Wellness center,,No reviews available,wellness_centers,,
"Medicina Regenerativa, Funcional y Ortomolecular Cuerpo&mente",cuerpoymente.com.co,,+57 301 3494589,"Cl. 7 #39 - 197 Consultorio 1717, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.9,No,No,No,Wellness center,,No reviews available,wellness_centers,,
Dra. Marcela Barreto - Medicina Alternativa,instagram.com,,+57 324 4589447,"Salud Vegas Torre Medica, 46-219 a 46-159, Cl. 2 Sur, Medellín, Antioquia, Colombia",5.0,No,No,No,Alternative medicine practitioner,,No reviews available,wellness_centers,,
