Names,Website,Description,Phone Number,Address,Average Rating,Store Shopping,In Store Pickup,Delivery,Type,Opens At,Reviews,Category
Professional Beauty Shop,facebook.com,,+57 318 5712308,"Cra. 53 #46-49, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",5.0,No,No,Yes,Beauty supply store,,No reviews available,art_workshops
GOVE NAILS BELÉN,bit.ly,In-store pickup   Delivery,+57 321 8745683,"Cl. 30 # 76a - 15, Medellín, Belén, Medellín, Antioquia, Colombia",5.0,No,Yes,Yes,Beauty supply store,,No reviews available,art_workshops
Tienda Naturista Annie Naturals,annienaturals.com,In-store shopping   Curbside pickup   Delivery,+57 300 3458131,"Cra. 53 # 49-82, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.9,Yes,No,Yes,Natural goods store,Open ⋅ Closes 7 PM,No reviews available,art_workshops
Productos de belleza ecológicos - Maquilla sin químicos - Ocre Cosmética Natural,ocrecosmetica.com,,+57 301 6513933,"Cra. 67 #43-11 segundo piso, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",5.0,No,No,No,Cosmetic products manufacturer,Open ⋅ Closes 3 PM,No reviews available,art_workshops
Naturalis Keratina by Natural Cosmetics,,,+57 300 8353424,,5.0,No,No,Yes,Beauty supply store,,No reviews available,art_workshops
PR Natural Cosmetics,,,+57 301 4271503,"Cl. 47DD #82 A 84, La Floresta, Medellín, La América, Medellín, Antioquia, Colombia",,No,No,No,Health and beauty shop,,No reviews available,art_workshops
Natural lashes,,,+57 43532994,"Cl. 30A #87-217, Medellín, Belén, Medellín, Antioquia, Colombia",5.0,No,No,Yes,Cosmetics store,,No reviews available,art_workshops
Natural sant,naturalsant.com.co,,+57 311 7399332,"Cra. 54 #46-71 Local 9971, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.2,No,No,No,Cosmetic products manufacturer,,No reviews available,art_workshops
Witchy natural cosmetics,,,+57 310 5196979,"050035, Calasanz, Medellín, Antioquia, Colombia",5.0,No,No,No,Beauty product supplier,,No reviews available,art_workshops
Natural Look La 80,facebook.com,In-store pickup   Delivery,+57 42111133,"Cl. 80B #80B-2, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia, Colombia",4.8,No,Yes,Yes,Beauty supply store,,No reviews available,art_workshops
fuente de vida cosmetica natural,,In-store shopping   Delivery,+57 317 2756895,"Cra. 95b #49ac01, Belencito, Medellín, San Javier, Medellín, Antioquia, Colombia",5.0,Yes,No,Yes,Cosmetics store,,No reviews available,art_workshops
EcoShopping,ecoshopping.com.co,In-store shopping   Curbside pickup   Delivery,+57 318 3807099,"Cra. 48a #118-22, Medellín, Santa Cruz, Medellín, Antioquia, Colombia",4.0,Yes,No,Yes,Formal wear store,,No reviews available,art_workshops
Colombian Happy Grow Shop,colombianhappy.com,Dine-in   No-contact delivery   Takeout,+57 305 3233087,"Casa jardinera 👩🏽‍🌾 Belén Fátima, Cra 66A #32b 36, Medellín, Belén, Medellín, Antioquia, Colombia",4.5,No,No,No,Farm shop,,No reviews available,art_workshops
Fuxion Medellin,ifuxion.com,In-store shopping   Delivery,+57 315 5335695,"Cra. 76 #49-74, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",5.0,Yes,No,Yes,Organic shop,,No reviews available,art_workshops
Makro,tienda.makro.com.co,In-store shopping   In-store pickup   Delivery,+57 604 4305708,"Cl 10 #50-171, Guayabal, Medellín, Guayabal, Medellín, Antioquia, Colombia",4.4,Yes,Yes,Yes,Department store,,No reviews available,art_workshops
COMPRA DE RECICLAJE,,,+57 43439711,"Cra. 76 #26A-36, Medellín, Belén, Medellín, Antioquia, Colombia",4.5,No,No,No,Recycling center,,No reviews available,art_workshops
PLAZA DE MERCADO LA AMÉRICA,plazalaamerica.com,"Old-school food market with vendors for fruit, vegetables, flowers, meat  fish, plus casual dining.",+57 316 4496429,"Cl. 45 # 79A - 100, Los Pinos, Medellín, La América, Medellín, Antioquia, Colombia",4.5,No,No,No,Food products supplier,,No reviews available,art_workshops
Reevapers Laureles,reevapers.com,In-store shopping   In-store pickup   Delivery,+57 314 5529660,"Cra 66B #1-53, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.8,Yes,Yes,Yes,Vaporizer store,,No reviews available,art_workshops
Éxito,exito.com,In-store shopping   Curbside pickup   Delivery,+57 1 800 0428800,"Cl 10 #43E-135, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.4,Yes,No,Yes,Supermarket,,No reviews available,art_workshops
MAKENO,makeno.co,In-store shopping   In-store pickup   Delivery,+57 305 2232590,"Cra. 37 #10-35, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.7,Yes,Yes,Yes,Clothing store,,No reviews available,art_workshops
El Hueco (centro comercial),elhueco.com.co,,+57 45122473,"Cl. 46 #54114 54- a, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.4,No,No,No,Shopping mall,,No reviews available,art_workshops
Oviedo,oviedo.com.co,"Large, contemporary center providing a wide range of retail shops, restaurants  fast-food outlets.",+57 604 3216116,"Cra. 43A #6s-15, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.6,No,No,No,Shopping mall,,No reviews available,art_workshops
Alih Jewelry,instagram.com,In-store pickup   Delivery,+57 324 3824675,"Cl 38 #65 D - 59, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",,No,Yes,Yes,Jewelry store,,No reviews available,art_workshops
VIDA AUGUSTA,,,+57 43128033,"Cra. 35 #8A-81, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.5,No,No,No,,,No reviews available,art_workshops
AMA - Vegan Restaurant,ola.click,Dine-in   Takeout,+57 304 2622923,"Cl. 12 #43b - 31, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.7,No,No,No,Vegan restaurant,,No reviews available,art_workshops
Coraje Vegan,instagram.com,Dine-in   Takeout   No-contact delivery,+57 304 4389913,"Pasaje Peatonal, Cl. 13 #43D- 70 Local 103, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.9,No,No,No,Vegan restaurant,,No reviews available,art_workshops
Restaurante Kaime - Comida Vegana,kaimefoods.co,Dine-in   Takeout   Delivery,+57 44797029,"Cra. 40 #10 a 21, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.7,No,No,Yes,Vegan restaurant,,No reviews available,art_workshops
Alma Natura,,Dine-in   Takeout,+57 300 4658119,"Cl. 32F #65f-15, Medellín, Belén, Medellín, Antioquia, Colombia",4.8,No,No,No,Vegan restaurant,,No reviews available,art_workshops
Real Vegetal,instagram.com,Dine-in   Takeout,,"Cra. 42 #08 43, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.9,No,No,No,Vegan restaurant,,No reviews available,art_workshops
INA Restaura,,Dine-in   Takeout   No-contact delivery,+57 310 5981589,"Cq. 4 # 71-92, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.6,No,No,No,Health food restaurant,,No reviews available,art_workshops
Shottas Medellín Vegan Food,instagram.com,Dine-in   Curbside pickup   Delivery,+57 301 2643183,"Cl. 34 #66b-81, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.8,No,No,Yes,Restaurant,Closed ⋅ Opens 1:30 PM,No reviews available,art_workshops
Las Veganas Restaurant,instagram.com,Dine-in   Curbside pickup   No-contact delivery,+57 312 8576837,"Tv. 35A #66a-73, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.7,No,No,No,Vegan restaurant,,No reviews available,art_workshops
AMA - Vegan Restaurant,ola.click,Dine-in   Takeout,+57 304 2622923,"Cl. 12 #43b - 31, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.7,No,No,No,Vegan restaurant,,No reviews available,art_workshops
Vegan & Veggie,instagram.com,Dine-in   Takeout   No-contact delivery,+57 304 4315616,"Cl. 12 #43D 109, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.7,No,No,No,Vegan restaurant,,No reviews available,art_workshops
INA Restaura,,Dine-in   Takeout   No-contact delivery,+57 310 5981589,"Cq. 4 # 71-92, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.6,No,No,No,Health food restaurant,,No reviews available,art_workshops
Alma Natura,,Dine-in   Takeout,+57 300 4658119,"Cl. 32F #65f-15, Medellín, Belén, Medellín, Antioquia, Colombia",4.8,No,No,No,Vegan restaurant,,No reviews available,art_workshops
Real Vegetal,instagram.com,Dine-in   Takeout,,"Cra. 42 #08 43, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.9,No,No,No,Vegan restaurant,,No reviews available,art_workshops
Coraje Vegan,instagram.com,Dine-in   Takeout   No-contact delivery,+57 304 4389913,"Pasaje Peatonal, Cl. 13 #43D- 70 Local 103, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.9,No,No,No,Vegan restaurant,,No reviews available,art_workshops
Helecho Vegan Sushi,instagram.com,Dine-in   Takeout   No-contact delivery,+57 312 5855281,"Cra 43C #10-16, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.8,No,No,No,Vegetarian restaurant,,No reviews available,art_workshops
Vegarden El Jardín de las Delicias,instagram.com,Dine-in   Takeout   No-contact delivery,+57 604 3662289,"Cl. 32B #81-41, Medellín, Belén, Medellín, Antioquia, Colombia",4.6,No,No,No,Vegetarian restaurant,,No reviews available,art_workshops
Vita Integral - Laureles,vitaintegral.co,In-store shopping   In-store pickup   Delivery,+57 604 3228482,"Transversal 39B#77-40, Av. Nutibara #77-40, Medellín, Antioquia, Colombia",4.5,Yes,Yes,Yes,Health food store,,No reviews available,art_workshops
health food store panorama,elpanoramadelasalud.com,In-store shopping   In-store pickup   Delivery,+57 300 7750952,"edificio Vicente villa, Cra. 47 #53- 45 local 116, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",5.0,Yes,Yes,Yes,Vitamin & supplements store,,No reviews available,art_workshops
Vida Simple granel ecológico Mercado Saludable,vidasimplegranel.com,In-store shopping   In-store pickup   Delivery,+57 305 3221745,"Carrera 76, Cq 74 #26, Medellín, Antioquia, Colombia",4.8,Yes,Yes,Yes,Natural goods store,,No reviews available,art_workshops
Tienda Naturista natural store's,,,+57 43174539,"L-102 El Poblado #18s-135, Medellín, Antioquia, Colombia",5.0,No,No,Yes,Health food store,,No reviews available,art_workshops
Vita Integral Poblado,vitaintegral.co,In-store shopping   Curbside pickup   Delivery,+57 300 2004516,"Cra. 42 #5, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.9,Yes,No,Yes,Supermarket,,No reviews available,art_workshops
Tienda Naturista Annie Naturals,annienaturals.com,In-store shopping   Curbside pickup   Delivery,+57 300 3458131,"Cra. 53 # 49-82, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.9,Yes,No,Yes,Natural goods store,Open ⋅ Closes 7 PM,No reviews available,art_workshops
Nuts Distribuidora Almacentro,,In-store shopping   In-store pickup   Delivery,+57 310 8153548,"Cra. 43A #34-95 Local 299A, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.5,Yes,Yes,Yes,Health food store,,No reviews available,art_workshops
Vitantegral Mercado Saludable,,In-store pickup   Delivery,+57 302 2798531,"Cra. 42 #43 #5 Sur, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.7,No,Yes,Yes,Grocery store,,No reviews available,art_workshops
Tienda De Comercio Justo Colyflor - Fundación Colyflor,tiendacolyflor.com,In-store pickup   Delivery,+57 4738110,"Cl. 48 #65-58, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.6,No,Yes,Yes,Organic food store,Open ⋅ Closes 12 AM,No reviews available,art_workshops
MerkaOrgánico,merkaorganico.com,In-store shopping   In-store pickup   Delivery,+57 301 4489297,"Centro Comercial El Tesoro, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.3,Yes,Yes,Yes,Store,,No reviews available,art_workshops
Vita Integral - Laureles,vitaintegral.co,In-store shopping   In-store pickup   Delivery,+57 604 3228482,"Transversal 39B#77-40, Av. Nutibara #77-40, Medellín, Antioquia, Colombia",4.5,Yes,Yes,Yes,Health food store,,No reviews available,art_workshops
Vida Simple granel ecológico Mercado Saludable,vidasimplegranel.com,In-store shopping   In-store pickup   Delivery,+57 305 3221745,"Carrera 76, Cq 74 #26, Medellín, Antioquia, Colombia",4.8,Yes,Yes,Yes,Natural goods store,,No reviews available,art_workshops
Vita Integral Poblado,vitaintegral.co,In-store shopping   Curbside pickup   Delivery,+57 300 2004516,"Cra. 42 #5, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.9,Yes,No,Yes,Supermarket,,No reviews available,art_workshops
Tienda Naturista Annie Naturals,annienaturals.com,In-store shopping   Curbside pickup   Delivery,+57 300 3458131,"Cra. 53 # 49-82, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.9,Yes,No,Yes,Natural goods store,Open ⋅ Closes 7 PM,No reviews available,art_workshops
Almendra Alimentación Integral,m.facebook.com,In-store pickup   Delivery,,"Cl. 30 #7569, Medellín, Belén, Medellín, Antioquia, Colombia",5.0,No,Yes,Yes,Organic food store,,No reviews available,art_workshops
FUXION MEDELLIN,ifuxion.com,In-store shopping   In-store pickup   Delivery,+57 313 3806470,"Cl. 43 #70 a 39, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",5.0,Yes,Yes,Yes,Organic shop,Open ⋅ Closes 11 PM,No reviews available,art_workshops
Batido. Smoothies & Paninis,instagram.com,Dine-in   Curbside pickup   No-contact delivery,,"Cra. 34 #8a-53, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.9,No,No,No,Restaurant,,No reviews available,art_workshops
Finas Frutas N°1,,Dine-in   Takeout,+57 321 7399032,"Cra. 36 #7, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",5.0,No,No,No,Juice shop,,No reviews available,art_workshops
Juguería Del Hijo El Dios Simeon,,Dine-in   Takeout,,"Cra 66B #31 A 10, Medellín, Belén, Medellín, Antioquia, Colombia",5.0,No,No,No,Juice shop,,No reviews available,art_workshops
The Juice Bar,,Dine-in   Curbside pickup,+57 324 6249064,"Cra. 43E #11-37, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",5.0,No,No,No,Gastropub,,No reviews available,art_workshops
Arami Jugo De Naranja 100% Natural,,Dine-in   Takeout,,"34b #66a- a 66a-, Cra. 54 #42188, Medellín, Antioquia, Colombia",,No,No,No,Juice shop,,No reviews available,art_workshops
Disfruta 100% fruta,,Dine-in   Takeout,,"Cl. 43 #70-33 a 70-1, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",5.0,No,No,No,Juice shop,,No reviews available,art_workshops
Betty's Bowls,bettysbowls.com,Dine-in   Drive-through   No-contact delivery,+57 321 6969520,"Cra. 32d #7a # 7a-77 Local 01, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.7,No,No,No,Health food restaurant,,No reviews available,art_workshops
Berry Healthy,,In-store pickup   Delivery,+57 315 8967211,"Cra. 25 #3-45, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.1,No,Yes,Yes,Organic food store,,No reviews available,art_workshops
Batido. Smoothies & Paninis,instagram.com,Dine-in   Curbside pickup   No-contact delivery,,"Cra. 34 #8a-53, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.9,No,No,No,Restaurant,,No reviews available,art_workshops
Betty's Bowls,bettysbowls.com,Dine-in   Drive-through   No-contact delivery,+57 321 6969520,"Cra. 32d #7a # 7a-77 Local 01, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.7,No,No,No,Health food restaurant,,No reviews available,art_workshops
Coffee Shop Pergamino Cafe,pergamino.co,Dine-in   Takeout   No-contact delivery,+57 318 8211303,"Cra. 37 #8A-37, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.7,No,No,No,Coffee shop,,No reviews available,art_workshops
Vibras Café,,Dine-in   Curbside pickup   Delivery,+57 350 8868647,"Cl. 32B #81 - 19, Medellín, Belén, Medellín, Antioquia, Colombia",4.8,No,No,Yes,Espresso bar,,No reviews available,art_workshops
Carulla 24/7 Oviedo,carulla.com,In-store shopping   Curbside pickup   Delivery,+57 1 800 0428800,"Cra. 43A #6 Sur 145, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.6,Yes,No,Yes,Supermarket,,No reviews available,art_workshops
Carulla Poblado,carulla.com,Dine-in   No-contact delivery,+57 1 800 0428800,"Cl 11A #42-49, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.4,No,No,No,Supermarket,,No reviews available,art_workshops
Placita de Flórez,placitadeflorez.com,"Storied, old-school market selling produce, meat  fish along with fresh flowers, souvenirs  gifts.",+57 313 4502521,"Cra. 39 #50-25, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.5,No,No,No,Traditional market,,No reviews available,art_workshops
Santa Leña,santaleña.com,Dine-in   Takeout   No-contact delivery,+57 604 4087560,"Laureles, Transversal 39#74a-04, Laureles - Estadio, Medellín, Antioquia, Colombia",4.5,No,No,No,Espresso bar,,No reviews available,art_workshops
MAHAI.WELLNESS Massage Spa,mahaiwellness-spa.com,,+57 300 5939800,"Cra. 36 #8a 46 Floor 2, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.9,No,No,No,Massage spa,,No reviews available,art_workshops
Jazzy Maids Empreza De Aseo - Servicio de limpieza,jazzymaidservices.com,,+57 305 4604668,"Cl 11A #31a44, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.9,No,No,No,House cleaning service,,No reviews available,art_workshops
IVY Wellness Center & Spa - Masajes Massages Laureles Medellin,ivywellnesscenter.co,,,"Cq. 4 #73-64, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.9,No,No,No,Massage spa,,No reviews available,art_workshops
MAHAI.WELLNESS Massage Spa,mahaiwellness-spa.com,,+57 300 5939800,"Cra. 36 #8a 46 Floor 2, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.9,No,No,No,Massage spa,,No reviews available,art_workshops
Akzara Spa - WELLNESS CENTER,akzaraspa.com,,+57 300 3208295,"Carrera 36 # 1 sur - 75 sector Milla de Oro Frente al edificio Bliss a dos cuadras del hotel Poblado, Medellín, Antioquia, Colombia",4.7,No,No,No,Spa and health club,,No reviews available,art_workshops
"5 Elementos SPA, IPS & Wellness Center Medellin",spa5elementos.com.co,,+57 604 2040308,"Cra 48A #10sur-191, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.4,No,No,No,Spa,,No reviews available,art_workshops
Terapias de Relajación Medellín / Masajes en Medellín,terapiasderelajacionmedellin.com,,+57 333 2489720,"Cra. 84 #37-35, Santa Monica, Medellín, La América, Medellín, Antioquia, Colombia",4.9,No,No,No,Massage spa,,No reviews available,art_workshops
Etérea wellness Center,site.agendapro.com,,+57 322 5733013,"Cra. 37 #8 - 41, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.9,No,No,No,Wellness center,,No reviews available,art_workshops
HEAL Medicina Integrativa / Integrative Medicine,,,+57 316 1334318,"Cra. 47B #17bsur25, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",5.0,No,No,No,Wellness center,,No reviews available,art_workshops
"Medicina Regenerativa, Funcional y Ortomolecular Cuerpo&mente",cuerpoymente.com.co,,+57 301 3494589,"Cl. 7 #39 - 197 Consultorio 1717, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.9,No,No,No,Wellness center,,No reviews available,art_workshops
Dra. Marcela Barreto - Medicina Alternativa,instagram.com,,+57 324 4589447,"Salud Vegas Torre Medica, 46-219 a 46-159, Cl. 2 Sur, Medellín, Antioquia, Colombia",5.0,No,No,No,Alternative medicine practitioner,,No reviews available,art_workshops
Dra. Ana María Franco | Medicina Integrativa | Terapias Alternativas,draanamariafranco.com,,+57 310 3307056,"Cl. 19a #44 - 25 Consultorio 1809, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",5.0,No,No,No,Alternative medicine practitioner,,No reviews available,art_workshops
Medicina Biológica Terapias Integrativas,mbterapias.com,,+57 319 7045844,"Calle 54 # 46 - 27, Consul. 1406, Medellín, Antioquia, Colombia",5.0,No,No,No,Alternative medicine practitioner,,No reviews available,art_workshops
Acupuntura Medellín,acupunturamedellin.com.co,,+57 301 5267431,"Cl. 32F #76 - 56, Laureles - Estadio, Medellín, Belén, Medellín, Antioquia, Colombia",4.9,No,No,No,Holistic medicine practitioner,,No reviews available,art_workshops
Acupunctura & Craniosacral Therapy Medellín,facebook.com,,+57 305 3254663,"Cra. 43B #1451, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.9,No,No,No,Wellness center,,No reviews available,art_workshops
Aportar Vida - Medellín,,,+57 4604 6717,"Cl. 47 #79-48, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.1,No,No,No,Holistic medicine practitioner,,No reviews available,art_workshops
Blue Phoenix,bluephoenix.health,,+57 318 4019090,"Torre Medica, Cra. 25a #1a Sur - 45, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",5.0,No,No,No,Holistic medicine practitioner,,No reviews available,art_workshops
Dr Hernán Darío Carvajal l Medicina Integrativa,bit.ly,,+57 312 6681459,"Cl. 7 Sur #42 - 70 Consultorio 1013, Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",5.0,No,No,No,Holistic medicine practitioner,,No reviews available,art_workshops
AlterNativ Health & Wellness,instagram.com,In-store pickup   Delivery,+57 315 7007480,"Cl. 32EE #75C-79, Medellín, Belén, Medellín, Antioquia, Colombia",4.9,No,Yes,Yes,Homeopathic pharmacy,,No reviews available,art_workshops
GANGES - YOGA ESTUDIO - MEDELLIN,gangesyogaestudio.com,,+57 300 8958970,"Cl. 49B #74-22, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.7,No,No,No,Yoga studio,,No reviews available,art_workshops
YOGALAB Medellin,yogalab.com.co,,+57 300 7060626,"Edificio Meridian, Cl. 5A #43B 25 Oficina 601, Medellín, Antioquia, Colombia",5.0,No,No,No,Yoga studio,,No reviews available,art_workshops
Smash Hot Yoga and Spa,smash-hotyoga.com,,+57 300 6433593,"Cl. 14 #43D 85, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.6,No,No,No,Wellness center,,No reviews available,art_workshops
Sarasvati Escuela de Yoga,sarasvatiyoga.com.co,,+57 311 7671964,"Cl. 14 #30 - 153, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",5.0,No,No,No,Yoga studio,,No reviews available,art_workshops
Flying Tree Yoga,flyingtreeyoga.com,,+57 314 7396451,"Tv. 39A #7185, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.8,No,No,No,Yoga studio,,No reviews available,art_workshops
Asociación Centro De Raja Yoga Brahma Kumaris,brahmakumaris.org,,+57 44216214,"Cra. 69 #48d-20, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.5,No,No,No,Yoga studio,,No reviews available,art_workshops
108 Yoga,108yogacolombia.com,,+57 604 2080403,"Cl. 5 Sur #3072, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.9,No,No,No,Yoga studio,,No reviews available,art_workshops
Unity Yoga,unityoga.co,,+57 313 6997729,"Mall La Frontera #local 201, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",5.0,No,No,No,Yoga studio,,No reviews available,art_workshops
Flying Tree Yoga,flyingtreeyoga.com,,+57 314 7396451,"Tv. 39A #7185, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.8,No,No,No,Yoga studio,,No reviews available,art_workshops
YOGALAB Medellin,yogalab.com.co,,+57 300 7060626,"Edificio Meridian, Cl. 5A #43B 25 Oficina 601, Medellín, Antioquia, Colombia",5.0,No,No,No,Yoga studio,,No reviews available,art_workshops
108 Yoga,108yogacolombia.com,,+57 604 2080403,"Cl. 5 Sur #3072, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.9,No,No,No,Yoga studio,,No reviews available,art_workshops
Unity Yoga,unityoga.co,,+57 313 6997729,"Mall La Frontera #local 201, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",5.0,No,No,No,Yoga studio,,No reviews available,art_workshops
Orchid Yoga,orchidyogastudio.com,,+57 323 5204193,"Cq. 2 #72-30, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",5.0,No,No,No,Yoga studio,,No reviews available,art_workshops
Sarasvati Escuela de Yoga,sarasvatiyoga.com.co,,+57 311 7671964,"Cl. 14 #30 - 153, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",5.0,No,No,No,Yoga studio,,No reviews available,art_workshops
Escuela Yeymi Yoga,escuelayeymiyoga.com,,+57 316 5614150,"Cq. 3 #70-43, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.9,No,No,No,Yoga studio,,No reviews available,art_workshops
Smash Hot Yoga and Spa,smash-hotyoga.com,,+57 300 6433593,"Cl. 14 #43D 85, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.6,No,No,No,Wellness center,,No reviews available,art_workshops
TereYoga=corazon+energía,,,+57 301 6906262,"Dentro del Centro Cultural Palermo, Cl. 9 #42 - 37 Edificio 4 piso, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",5.0,No,No,No,Yoga studio,,No reviews available,art_workshops
Govindas Escuela de Yoga - Medellín,govindasyogainbound.com,,+57 321 5804676,"La Candelaria, Medellin, Medellín, La Candelaria, Medellin, Antioquia, Colombia",4.9,No,No,No,School,,No reviews available,art_workshops
Happy Yoga Medellin,happyyogamedellin.com,,+57 318 8430182,"Cl 37BSur #28 C - 01, La Sebastiana, Envigado, Antioquia, Colombia",4.6,No,No,No,School,,No reviews available,art_workshops
AYA Retreat formerly Guacamayo,ayahuasca-retreat.com,,+57 305 3164723,"Cl 36 #64a-78, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",5.0,No,No,No,Retreat center,,No reviews available,art_workshops
Ciencia de la Espiritualidad Kirpal Ashram,sos.org,,+57 318 3733310,"Cra 81B #4975, Calasanz, Medellín, La América, Medellín, Antioquia, Colombia",4.7,No,No,No,Meditation center,,No reviews available,art_workshops
Meditacion Colombia Sede Medellin,meditacioncolombia.org,,+57 314 5539809,"Cl. 23 Sur #43a, Zona 2, Envigado, Antioquia, Colombia",4.5,No,No,No,Meditation center,,No reviews available,art_workshops
Eco Hostel Medellin,ecohostelmedellin.com,,+57 311 6467039,"Finca vegana vereda el roble vereda el roble sector el cristalino, Guatape, Guatapé, Antioquia, Colombia",4.9,No,No,No,,,No reviews available,art_workshops
La Casa de Loto,lacasadeloto.com,,+57 321 6865992,"Vereda El Roble Parte Alta Finca 25, Guatape, Guatapé, Antioquia, Colombia",4.8,No,No,No,Retreat center,Open ⋅ Closes 9 PM,No reviews available,art_workshops
Taichi en el Jardín,instagram.com,,+57 300 6205159,"Jardines del Ed Sura central, Cra. 64B #49 A 30, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",5.0,No,No,No,Meditation center,,No reviews available,art_workshops
